ConstructionType,ConstructionName,CementQuality,CementPrice,BrickQuality,BrickPrice,SandQuality,SandPrice,IronQuality,IronPrice,EnvironmentalCondition,Seller,Price
Police Station, Madhapur Police Station, Medium,260, Low,20, Low,250, High,50000, Hightemp, Hindware (HSIL Limited),3990000
Police Station, Gachibowli Police Station, High,420, Low,30, High,290, Low,49000, tightsoil, Shree Cement Ltd,4520000
Police Station, Kukatpally Police Station, High,200, Low,20, High,340, Low,45000, heavyrain, Tata Steel Limited,4470000
Police Station, SR Nagar Police Station, Low,370,High,50, High,310, High,36000, windy, Dalmia Cement (Bharat) Ltd,2290000
Police Station, Begumpet Police Station, Medium,280, High,20, High,290, Low,25000, Hightemp, UltraTech Cement Ltd,4650000
Police Station, Koti Police Station, Medium,460, Medium,30, Medium,220, High,32000, heavyrain, ACC Limited,4080000
Police Station, Abids Police Station, Low,230,Low,30, Medium,290, High,36000, humidity, Orient Cement Ltd,4700000
Police Station, Charminar Police Station, Medium,480,High,50, Low,410, Low,22000, Hightemp, Supreme Industries (for pipes & fittings),2560000
Police Station, Nallakunta Police Station, High,330, Medium,20, Medium,400, Medium,38000, Hightemp, ACC Limited,4530000
Police Station, Malkajgiri Police Station, Medium,490, High,40, High,410,Low,24000, heavyrain, SAIL (Steel Authority of India Ltd),3470000
Police Station, Bowenpally Police Station, Medium,460, Low,30, High,330, Low,20000, Hightemp, JSW Cement Ltd,2780000
Police Station, Dilsukhnagar Police Station, Medium,330, Low,50, Medium,230, Medium,20000, windy, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),4200000
Police Station, LB Nagar Police Station, Medium,280, Medium,40, Low,400, High,23000, tightsoil, ACC Limited,3130000
Police Station, Rajendranagar Police Station, High,300,Medium,50, Medium,390, Medium,22000, Hightemp, LafargeHolcim India,3260000
Police Station, Chikkadpally Police Station, High,200, Medium,20, Medium,450, Low,48000, windy, LafargeHolcim India,4330000
Police Station,Secunderabad Police Station, Low,220, Medium,30, Low,370, Medium,40000,heavyrain, Asian Paints (for paints & coatings),2350000
Police Station, Mehdipatnam Police Station, Medium,420, Low,50, Low,340, Medium,36000, tightsoil, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),2120000
Police Station, Miyapur Police Station, Medium,340, Low,30,High,220, High,30000, tightsoil,JSW Cement Ltd,4670000
Police Station, Kachiguda Police Station, High,460, High,20,Medium,230, Low,31000, heavyrain,JSW Cement Ltd,2840000
Police Station, Attapur Police Station, Low,270, High,40,Medium,280, Medium,28000, tightsoil,Birla Cement,2120000
Police Station, Narayanguda Police Station, Low,420, Medium,30, Low,390, Medium,21000, heavyrain, ACC Limited,2150000
Police Station, Shamshabad Police Station,Low,290, Low,20, Medium,280, Low,42000, heavyrain, Supreme Industries (for pipes & fittings),2750000
Police Station, Uppal Police Station, Low,280, Medium,20, Medium,490, High,46000, humidity, Cera Sanitaryware Ltd,3400000
Police Station, Vanasthalipuram Police Station, High,210, High,40, Low,240, High,34000, humidity, Tata Steel Limited,2740000
Police Station, Karimnagar Police Station, Low,440, Medium,40, Low,280, Medium,44000, tightsoil, UltraTech Cement Ltd,4020000
Police Station, Khammam Police Station, High,490, High,40, Medium,340, Medium,39000, humidity, Orient Cement Ltd,4080000
Police Station, Warangal Police Station, Medium,360, High,50, Medium,410, High,29000, loosesoil, JSW Cement Ltd,4900000
University, Andhra University, Medium,470, High,20, Medium,500, Low,37000, windy, JSW Cement Ltd,4130000
University, Osmania University, High,260, Low,30, Low,250, Medium,47000, Hightemp, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),4680000
University, JNTU Hyderabad, Low,490, High,30,High,310, Medium,43000, humidity,LafargeHolcim India,2400000
University, Sri Venkateswara University,Low,260, Medium,20, Low,500, Low,21000, loosesoil, Hindware (HSIL Limited),2130000
University, University of Hyderabad, Medium,440, High,40, Medium,330, Medium,47000, windy, LafargeHolcim India,3510000
University, IIT Hyderabad, Low,380,High,20, Low,290, Low,34000, Hightemp, JSW Cement Ltd,3440000
University, NIT Warangal, Low,410, High,30, Low,480, Medium,32000,humidity, Cera Sanitaryware Ltd,4220000
University, Kakatiya University, Medium,370, High,20,High,380, Medium,35000, loosesoil,Jindal Steel & Power Ltd,4350000
University, Acharya Nagarjuna University, Medium,280, Medium,40, High,320, High,32000, heavyrain, Jindal Steel & Power Ltd,4730000
University,Gitam University, High,210, Low,20, High,370, Low,22000, heavyrain, Dalmia Cement (Bharat) Ltd,2110000
University, SRM University, Medium,370, Medium,30,Medium,250, Low,44000, Hightemp,Shree Cement Ltd,3220000
University, Amity University,Medium,430, High,40, Medium,350, High,20000, tightsoil, Asian Paints (for paints & coatings),2510000
University, VIT Vellore, Medium,380, Medium,40, High,440, High,26000, heavyrain, Jindal Steel & Power Ltd,3610000
University, Anna University, Low,500, High,30, Low,210, High,21000, tightsoil, Jindal Steel & Power Ltd,4290000
University, Manipal Academy of Higher Education, High,430, Medium,30, Medium,450, Medium,23000,Hightemp, Cera Sanitaryware Ltd,4410000
University, Mahindra University, High,260, Low,50,High,500, Low,30000, humidity,Birla Cement,3140000
University, Sharda University, Medium,360, High,20, Medium,480, High,30000, humidity, Cera Sanitaryware Ltd,4100000
University, Christ University, Low,400, Low,40, High,230, High,21000, humidity, SAIL (Steel Authority of India Ltd),4940000
University, ICFAI University, High,490, High,20, Medium,400,Medium,34000, windy, Supreme Industries (for pipes & fittings),4850000
University, Visvesvaraya Technological University,Medium,350, High,30, High,400, Medium,26000, Hightemp, Ambuja Cements Ltd,3790000
University, Rajiv Gandhi University of Knowledge Technologies, Low,410, Medium,40,High,300, Medium,47000, humidity,SAIL (Steel Authority of India Ltd),2630000
University,KL University, Low,430, Low,30, Low,430, Low,24000, loosesoil, ACC Limited,2810000
University, NIIT University,High,440, High,50, High,470, Medium,29000, heavyrain, Orient Cement Ltd,3290000
University, Lovely Professional University, Low,210, Low,20, Low,430, Low,32000, heavyrain, Nerolac Paints,3150000
University, Amrita Vishwa Vidyapeetham, High,500, Low,30, Low,370, High,24000, heavyrain, SAIL (Steel Authority of India Ltd),3140000
University, Bennett University, Low,470, High,40, High,450,Low,44000, loosesoil, Nerolac Paints,4200000
University, Shiv Nadar University, Medium,380,High,40, High,450, Medium,46000, heavyrain, Ramco Cements Ltd,3080000
University, PSG College of Technology, Low,480,Low,20, Low,490, High,22000, loosesoil, Ambuja Cements Ltd,2350000
University, Dayananda Sagar University, Low,470, Medium,50, Low,470, High,35000, Hightemp, Tata Steel Limited,4390000
University,National Law University Hyderabad, Medium,320, Medium,40, High,440, High,50000, heavyrain, Berger Paints India Ltd,3720000
Factory, BHEL Hyderabad Factory, Low,290, Medium,50, Low,390, Low,49000, humidity, SAIL (Steel Authority of India Ltd),2930000
Factory, NTPC Equipment Manufacturing Unit, Medium,430, Medium,40, Low,330,Medium,45000, Hightemp, Orient Cement Ltd,2340000
Factory, Maruti Suzuki Factory, Medium,340, Medium,20, Low,430, Medium,35000, Hightemp, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),3320000
Factory, Tata Motors Manufacturing Plant, Low,200, Low,30,Low,260, High,29000, heavyrain,ACC Limited,3700000
Factory, Ashok Leyland Factory,Low,390, High,40, Low,380, Medium,42000, heavyrain, SAIL (Steel Authority of India Ltd),3650000
Factory, Amul Dairy Processing Plant, Low,460, Medium,20, Low,210, Medium,28000, loosesoil, Jindal Steel & Power Ltd,3440000
Factory,Coca-Cola Bottling Plant, Medium,220, Low,50, High,290, High,25000,loosesoil, Cera Sanitaryware Ltd,3890000
Factory, Britannia Biscuit Factory, Medium,240, High,50, High,430, Medium,25000, tightsoil, Shree Cement Ltd,3680000
Factory, TVS Motor Factory, High,390, Low,40,Low,490, Medium,24000, heavyrain,Ambuja Cements Ltd,2950000
Factory, Apollo Tyres Manufacturing Unit, Low,230, Low,40,Low,500, High,32000, loosesoil,Hindware (HSIL Limited),3940000
Factory, ITC Paper Factory, High,270, Medium,30, High,320, Low,33000, windy, Dalmia Cement (Bharat) Ltd,3930000
Factory, Hero MotoCorp Manufacturing Plant, High,420, High,40,Medium,440, High,33000, humidity,ACC Limited,3030000
Factory, Asian Paints Factory,Low,220, Medium,30, Low,320, High,39000, Hightemp, Dalmia Cement (Bharat) Ltd,3820000
Factory, L&T Construction Equipment Factory, Medium,350, Medium,20, Medium,230, Low,41000, humidity, JSW Cement Ltd,4000000
Factory, Hyundai Car Factory, Low,360, Medium,40,Low,490, High,39000, humidity,Cera Sanitaryware Ltd,4600000
Factory, Steel Authority of India Plant, High,210, High,50, High,490, High,45000, Hightemp, Ramco Cements Ltd,4210000
Factory, Hindustan Unilever Production Unit, High,410, Medium,40, High,210, Medium,36000, tightsoil, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),2070000
Factory, Nestle India Processing Unit, High,430, High,30, High,430,High,44000, windy, Supreme Industries (for pipes & fittings),3050000
Factory, Godrej Appliances Factory,High,340, Low,40, Low,330, Medium,29000, humidity, Shree Cement Ltd,4740000
Factory, Parle-G Biscuit Factory, Low,280, High,50, Medium,390, Low,43000, heavyrain, Berger Paints India Ltd,3220000
Factory, Haldiram�s Snacks Factory, High,290, High,20, Low,220, Medium,32000, Hightemp, SAIL (Steel Authority of India Ltd),2280000
Factory, Bharat Forge Production Plant, Medium,200, Low,30, Low,230, Medium,29000,Hightemp, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),2090000
Factory, Cipla Pharmaceuticals Factory, Low,350, High,20, Medium,210,High,40000, Hightemp, JSW Cement Ltd,3940000
Factory, Raymond Textiles Factory, Low,430, Low,40, High,430, Medium,43000, humidity, Ambuja Cements Ltd,3360000
Factory, UltraTech Cement Manufacturing Plant, Medium,280, Medium,20, Low,210, Medium,22000, Hightemp, LafargeHolcim India,3300000
Factory, MRF Tyres Factory, Low,470, Medium,30, Low,260, Medium,28000, heavyrain, SAIL (Steel Authority of India Ltd),4880000
Factory, Honda Motorcycles Plant, Medium,360, Medium,40, Low,360, High,46000, Hightemp, Shree Cement Ltd,2580000
Factory, Bajaj Auto Manufacturing Unit, Low,260, Low,40, Low,500, Medium,43000, tightsoil, Ambuja Cements Ltd,4410000
Factory, Berger Paints Factory, High,210,Low,20, High,370, Low,41000, loosesoil, Asian Paints (for paints & coatings),3020000
Factory, Tata Steel Plant, Low,430, Medium,40, Low,380,Low,37000, humidity, Hindware (HSIL Limited),4350000
Sub Stations, Secunderabad Power Substation, High,200, High,40, High,250,Low,40000, tightsoil, Berger Paints India Ltd,4360000
Sub Stations, Gachibowli 132kV Substation, Medium,240, High,20, Medium,460, High,42000, Hightemp, Ambuja Cements Ltd,2560000
Sub Stations, Kukatpally 220kV Substation, Low,410, Medium,40, Low,480, Medium,31000, loosesoil, Birla Cement,4110000
Sub Stations, LB Nagar 110kV Substation, Medium,400, High,40, Low,440, High,38000, Hightemp, Cera Sanitaryware Ltd,3140000
Sub Stations, Jubilee Hills 33kV Substation,High,200, Low,30, High,500, High,44000, heavyrain, Nerolac Paints,3250000
Sub Stations, Uppal 400kV Substation, Low,290, High,40, Low,290, Low,25000, heavyrain, LafargeHolcim India,4020000
Sub Stations, Kothagudem Power Substation, Low,400, High,20, Medium,300,Medium,24000, windy, Ramco Cements Ltd,3200000
Sub Stations, Visakhapatnam Grid Substation, High,310, Low,20, Medium,430,High,50000, loosesoil, JSW Cement Ltd,4830000
Sub Stations, Tirupati Transmission Substation, High,410, Medium,50, Medium,250,Low,50000, heavyrain, Shree Cement Ltd,2020000
Sub Stations, Malkajgiri 220kV Substation, Low,340, High,40, Low,320,Medium,38000, windy, Tata Steel Limited,3500000
Sub Stations, Karimnagar Electrical Substation, Medium,410, High,20, High,450,Low,24000, windy, Supreme Industries (for pipes & fittings),2000000
Sub Stations, Shamshabad 132kV Substation, High,240, Medium,30, Low,470, High,29000, heavyrain, Orient Cement Ltd,3080000
Sub Stations, Warangal Power Transmission Station, High,430, Low,50,Low,200, High,25000, tightsoil,Supreme Industries (for pipes & fittings),4070000
Sub Stations, Vijayawada HVDC Substation, High,500, High,30, Medium,370, High,47000, Hightemp, Ambuja Cements Ltd,3310000
Sub Stations, Rajahmundry 400kV Substation, Medium,280, Low,50, Low,340, Medium,46000, loosesoil, Tata Steel Limited,2580000
Sub Stations, Srikakulam Power Grid, High,390, High,50, High,390, Medium,32000, windy, Supreme Industries (for pipes & fittings),2900000
Sub Stations, Kurnool Transmission Substation, High,470, Low,30, Medium,210,High,44000, heavyrain, Berger Paints India Ltd,2730000
Sub Stations, Nizamabad Electric Substation, High,460, Low,20, High,370, Medium,36000, Hightemp, ACC Limited,4380000
Sub Stations, Bhimavaram 110kV Substation, Low,480, Low,30, Medium,390,Low,48000, tightsoil, Dalmia Cement (Bharat) Ltd,2890000
Sub Stations, Adilabad HVDC Station, Low,370, Medium,50, Low,410, Medium,29000, humidity, Shree Cement Ltd,4670000
Sub Stations, Mahbubnagar 220kV Substation, Low,480, Low,50, Low,360, Low,20000, windy, Dalmia Cement (Bharat) Ltd,4880000
Sub Stations, Kadapa 132kV Power Station, High,400, Medium,50, Low,240, Low,44000, tightsoil, Berger Paints India Ltd,4710000
Sub Stations, Nellore High Voltage Substation, High,280, High,20, High,420, Medium,26000, loosesoil, Berger Paints India Ltd,4270000
Sub Stations,Eluru Electrical Grid, Medium,400, High,20, Medium,360, Medium,24000,windy, Tata Steel Limited,2060000
Sub Stations,Guntur 400kV Substation, Medium,260, Medium,20, Medium,490, Low,45000,windy, Birla Cement,3050000
Sub Stations, Khammam Power Grid Station, Medium,200, High,30, High,210, High,29000,heavyrain, Berger Paints India Ltd,2760000
Sub Stations, Tirumala 110kV Power Substation, Low,380,Low,50, High,470, Low,20000, tightsoil, Jindal Steel & Power Ltd,4030000
Sub Stations, Anantapur Power Distribution Substation, High,260, Medium,20, Low,270, Medium,50000, tightsoil, Ambuja Cements Ltd,2440000
Sub Stations, Mancherial Electrical Transmission Station,Medium,310, High,40, High,440, Medium,32000, heavyrain, Berger Paints India Ltd,2960000
Sub Stations, Hindupur High Voltage Substation, High,450, Medium,20,Low,350, Low,23000, tightsoil,Jindal Steel & Power Ltd,4730000
Houses, Green Valley Villa, Medium,350, High,30, Medium,440, Low,44000, loosesoil, Dalmia Cement (Bharat) Ltd,3650000
Houses, Sunshine Residency, Low,490, Low,50,High,420, Low,25000, loosesoil,Nerolac Paints,2260000
Houses, Rosewood Bungalow, Low,230, High,30, High,360, Low,25000, tightsoil, LafargeHolcim India,3010000
Houses, Blue Heaven Apartments, Low,280, Medium,30, Medium,450, Medium,46000, Hightemp, Berger Paints India Ltd,4540000
Houses, Lotus Nest Villa, High,450, High,40, Low,410, High,33000, humidity, SAIL (Steel Authority of India Ltd),3930000
Houses, Lakeview Mansion, Medium,280, High,50, Low,420,High,50000, tightsoil, Nerolac Paints,4800000
Houses, Golden Meadows Residency, Low,240,Medium,30, Medium,350, Low,20000, tightsoil, ACC Limited,2750000
Houses,Royal Orchid Home, High,230, Medium,20, Medium,280, Low,41000,humidity, Berger Paints India Ltd,2800000
Houses,Silver Springs Bungalow, Low,310, Low,40, High,400, Medium,21000,loosesoil, Birla Cement,4580000
Houses, Harmony Heights Apartments, Low,410, Medium,40,High,400, Low,37000, tightsoil,UltraTech Cement Ltd,2930000
Houses, Prestige Green Gables, Medium,400, Medium,50, Low,430, Medium,24000, humidity, UltraTech Cement Ltd,4070000
Houses, Serene Meadows Villa,Medium,210, Low,20, High,330, Low,39000, tightsoil, JSW Cement Ltd,3580000
Houses, White Pearl Home, Medium,220, Low,20, High,400, Medium,47000, windy, JSW Cement Ltd,2780000
Houses, Elite Residency, Medium,280, Low,30, Low,320, Medium,46000, humidity, Hindware (HSIL Limited),3150000
Houses, Emerald Enclave, High,330, High,50, Low,250, Medium,36000, tightsoil, JSW Cement Ltd,2940000
Houses,Sapphire Heights, Medium,200, High,20, Low,500, Low,25000, Hightemp, Jindal Steel & Power Ltd,2230000
Houses,Fortune Greens Villa, High,240, High,50, Medium,280, High,42000,loosesoil, Hindware (HSIL Limited),5000000
Houses, Mystic Hills Apartments, Low,430, High,50, High,390, Medium,49000, tightsoil, ACC Limited,2630000
Houses, Platinum Sky Towers, Medium,480, Medium,30, High,480, Medium,20000, loosesoil, SAIL (Steel Authority of India Ltd),3400000
Houses, Classic Courtyard Home, Medium,380, High,40, Medium,250, High,23000, heavyrain, Dalmia Cement (Bharat) Ltd,2200000
Houses, Sunrise Boulevard House, Medium,330, Low,40, Low,490, Medium,42000, windy, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),2700000
Houses, Victorian Charm Villa, High,320, Medium,50, Medium,200, High,50000, windy, Ambuja Cements Ltd,3590000
Houses, Urban Nest Bungalow, High,330,Medium,30, High,260, High,50000, loosesoil, ACC Limited,4870000
Houses,Coral Garden House, Low,460, Low,20, Low,270, Low,28000,humidity, Cera Sanitaryware Ltd,2910000
Houses, Infinity Residences, High,320, Medium,50,High,330, Low,27000, tightsoil,LafargeHolcim India,4500000
Houses, The Grand Heritage Home, High,320, Low,30, Low,420, Medium,24000, loosesoil, Supreme Industries (for pipes & fittings),3820000
Houses, Maplewood Estates, Medium,330, High,20,High,390, Medium,37000, humidity,Nerolac Paints,2670000
Houses, Tranquil Haven, Medium,220, High,30, Medium,350, High,21000, Hightemp, Asian Paints (for paints & coatings),4270000
Houses, Bloomingdale Homes,High,320, High,50, Medium,290, Low,34000, loosesoil, LafargeHolcim India,3740000
Houses, The Zen Villa, Medium,410, Low,40, High,470,Medium,45000, loosesoil, Hindware (HSIL Limited),3350000
